category,category_inch,frame_size,weight (lbs),engine,engine_position,engine_power,mph,battery_type,battery_chara_Wh,battery_chara_Ah,battery_chara_V,battery_position,Gearshift,Gears,Gearshift_Brand,Brakes_Type,Brakes_Model,Suspension_front_rear,Suspension_brand,Suspension_model,Permissible_max_weight_lbs,Lighting,Rack,Fenders,Company_Name,Price,Model_year,Frame_type,ebike_type
Lifestyle/Cruiser,29,"46,51,56",55,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreT6000,Yes/No,SRSuntour,NCX-E-AirLO,320,Yes,Yes,Yes,KTM,3521,2019,female,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreMT201,Yes/No,SRSuntour,NCX-DLOAir,320,Yes,Yes,Yes,KTM,3301,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXT,Yes/No,SRSuntour,NCX-E-AirLO,320,Yes,Yes,Yes,KTM,3961,2019,male,Pedelec
Fitness/Racebike,29,"46,51,56,60",62,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",MaguraMT200,Yes/No,SRSuntour,NCX-E-AirLO,331,Yes,Yes,Yes,KTM,4842,2019,male,Pedelec
,29,,,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",MaguraMT200,Yes/No,SRSuntour,NEX-E25,320,Yes,Yes,Yes,KTM,2530,2019,female,Pedelec
,29,,,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",MaguraMT200,Yes/No,SRSuntour,NEX-E25,320,Yes,Yes,Yes,KTM,2530,2019,male,Pedelec
Fitness/Racebike,29,"46,51,43,56",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",MaguraMT201,Yes/No,SRSuntour,NEX-E25,320,Yes,Yes,Yes,KTM,3081,2019,female,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",MaguraMT400,Yes/No,SRSuntour,NCX-DLO700C,320,Yes,Yes,Yes,KTM,3301,2019,female,Pedelec
Fitness/Racebike,29,"46,51,56,60",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",MaguraMT400,Yes/No,SRSuntour,NCX-DLO700C,320,Yes,Yes,Yes,KTM,3301,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT6000,Yes/No,SRSuntour,NCX-E-AirLO,320,Yes,Yes,Yes,KTM,3521,2019,female,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-E-AirLO,320,Yes,Yes,Yes,KTM,3851,2019,female,Pedelec
Fitness/Racebike,29,"46,51,56,60",51,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-E-AirLO,320,Yes,Yes,Yes,KTM,3851,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",MaguraH1hydraulicABS-Brake,Yes/No,SRSuntour,Mobie25,320,Yes,Yes,Yes,KTM,4401,2019,female,Pedelec
Fitness/Racebike,29,"46,51,56,60",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",MaguraH1hydraulicABS-Brake,Yes/No,SRSuntour,Mobie25,320,Yes,Yes,Yes,KTM,4401,2019,male,Pedelec
Fitness/Racebike,29,"46,51,56",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ErgonGP3SDOEM,Yes/No,SRSuntour,NCXD-LO,320,Yes,Yes,Yes,KTM,3521,2019,female,Pedelec
Fitness/Racebike,29,"46,51,56,60",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ErgonGP3SDOEM,Yes/No,SRSuntour,NCXD-LO,320,Yes,Yes,Yes,KTM,3521,2019,male,Pedelec
,29,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,5,,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreT6000,No/No,,,320,Yes,No,Yes,KTM,3741,2019,male,Pedelec
,29,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,8,,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreT6000,No/No,,,320,Yes,No,Yes,KTM,3741,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,SramApex,"['Hydraulische', 'Scheibenbremsen']",SRAMApexDisc,No/No,,,276,Yes,No,Yes,KTM,3851,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,SramApex,"['Hydraulische', 'Scheibenbremsen']",SRAMApexDisc,No/No,,,276,No,No,No,KTM,3851,2019,male,Pedelec
MountainBike/ATB,29,"46,51,56",46,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,9,ShimanoAltusM2000-9,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2200,2019,female,Pedelec
,29,,,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,9,ShimanoAltusM2000-9,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2200,2019,male,Pedelec
MountainBike/ATB,29,"46,51,56",46,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoAltusM2000-9,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2200,2019,female,Pedelec
MountainBike/ATB,29,"46,51,56,60",46,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoAltusM2000-9,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2200,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoDeoreM592SGS-shadow,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT201,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2971,2019,female,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoDeoreM592SGS-shadow,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT201,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2971,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoAltusM2000-9,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreMT201,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2751,2019,female,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeoreM6000,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-DLO700C,276,No,No,No,KTM,3081,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeoreM6000,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-DLO700C,276,No,No,No,KTM,3081,2019,female,Pedelec
MountainBike/ATB,29,"46,51,56,60",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoDeoreM2000-9,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT201,Yes/No,SRSuntour,NEX-E25,276,No,No,No,KTM,2751,2019,male,Pedelec
MountainBike/ATB,29,"46,51,56",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeoreXTM8000,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-E-AirLO,276,No,No,No,KTM,3631,2019,female,Pedelec
MountainBike/ATB,29,"46,51,56,60",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoDeoreXTM8000,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTT8000,Yes/No,SRSuntour,NCX-E-AirLO,276,No,No,No,KTM,3631,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeoreM6000GSshadow+,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT400,Yes/No,SRSuntour,NCXD-LO,276,No,No,No,KTM,3301,2019,male,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,10,ShimanoDeoreM6000GSshadow+,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT400,Yes/No,SRSuntour,NCXD-LO,276,No,No,No,KTM,3301,2019,female,Pedelec
,29,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,11,DeoreM591,"['Hydraulische', 'Scheibenbremsen']",TektroHDM291,Yes/No,SRSuntour,XCR34,276,No,No,No,KTM,2200,2019,child,Pedelec
TrekkingBike,28,"43,46,51,56",51,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,11,ShimanoSLXM7000,"['Hydraulische', 'Scheibenbremsen']",TektroHD-M745,Yes/No,SRSuntour,XCR34,276,No,No,No,KTM,3411,2019,unisex,Pedelec
MountainBike/ATB,28,"38,43,48",49,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,9,ShimanoAltusM2000SGSShadow,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200Scheibenbremse180/180,Yes/No,SRSuntour,XCM,276,No,No,No,KTM,2310,2019,unisex,Pedelec
,28,,,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,9,ShimanoAltusM2000SGSShadow,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200Scheibenbremse180/180,Yes/No,SRSuntour,XCM,276,No,No,No,KTM,2310,2019,unisex,Pedelec
MountainBike/ATB,28,"38,43,48",49,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoAltusM2000SGSShadow,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200Scheibenbremse180/180,Yes/No,SRSuntour,XCM,276,No,No,No,KTM,2420,2019,unisex,Pedelec
MountainBike/ATB,29,"48,53,43",49,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,13,37,underpipe,derailleur,9,ShimanoAltusM2000SGSShadow,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200Scheibenbremse180/180,Yes/No,SRSuntour,XCM,276,No,No,No,KTM,2420,2019,unisex,Pedelec
,29,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,504,13,37,underpipe,derailleur,10,ShimanoXT10,"['Hydraulische', 'Scheibenbremsen']","Shimano180mmvorn,160mmhinten",Yes/No,SRSuntour,NCX-DLO700C,364,Yes,Yes,Yes,BMW,3127,2019,male,Pedelec
,29,,,Positionrearhub,rearhub,250,20,Lithium-IonenAkku,420,11,40,underpipe,derailleur,9,ShimanoSora,"['Hydraulische', 'Scheibenbremsen']",ightweight(pivotside-pullcaliper)RennradBremsen,No/No,,,-,No,No,No,Geero,2640,2018,male,Pedelec
MountainBike/ATB,28,,55,BafangMaxDrive,midengine,250,20,Lithium-IonenAkku,375,14,36,underpipe,derailleur,9,ShimanoDeore9-GangKettenschaltung,"['Hydraulische', 'Scheibenbremsen']",Tektro,Yes/Yes,X-Fusion,FreerideDHAir,-,No,No,No,Grünberg,3851,2018,male,Pedelec
,28,,,EasyMotionThruAxle,rearhub,350,20,Lithium-IonenAkku,500,10,48,underpipe,derailleur,7,ShimanoTY3007sp,['V-Brake'],V-BrakeAlloy,Yes/No,,,-,Yes,Yes,Yes,BH Bikes,2201,2018,unisex,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,287,Yes,Yes,Yes,Kalkhoff,3631,2018,male,Pedelec
,28,,,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,287,Yes,Yes,Yes,Kalkhoff,3631,2018,low step,Pedelec
City/Urban,28,"S,M,L,XL",,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,287,Yes,Yes,Yes,Kalkhoff,3631,2018,male,Pedelec
City/Urban,28,"S,M,L,XL",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,375,Yes,Yes,Yes,Kalkhoff,3301,2018,low step,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,375,Yes,Yes,Yes,Kalkhoff,3301,2018,male,Pedelec
,28,,,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,low step,Pedelec
,28,,,BoschActiveLinePlus,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,KTM,2971,2019,male,Pedelec
,28,,,Groove2.0,fronthub,250,20,Lithium-IonenAkku,0,0,0,seattube,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",MaguraHS11,No/No,,,287,Yes,Yes,Yes,KTM,2751,2019,female,Pedelec
,28,,,Groove2.0,fronthub,250,20,Lithium-IonenAkku,252,7,36,seattube,derailleur,8,ShimanoSora,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,No/No,,,-,Yes,Yes,Yes,KTM,3081,2019,male,Pedelec
,28,,,Groove2.0,fronthub,250,20,Lithium-IonenAkku,252,7,36,underpipe,derailleur,9,Shimano105,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,No/No,,,-,Yes,Yes,Yes,KTM,3081,2019,female,Pedelec
,28,,,Groove2.0,fronthub,250,20,Lithium-IonenAkku,252,7,36,underpipe,derailleur,9,Shimano105,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,No/No,,,-,Yes,Yes,Yes,KTM,2751,2019,male,Pedelec
City/Urban,28,"S,M,L",,Groove2.0,fronthub,250,20,Lithium-IonenAkku,252,7,36,underpipe,derailleur,9,Shimano105,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,No/No,,,-,Yes,Yes,Yes,KTM,3631,2019,female,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,7,36,underpipe,derailleur,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoT445,Yes/No,SRSuntour,NEX-E25,287,Yes,Yes,Yes,KTM,3631,2019,male,Pedelec
,28,,,BafangGroove,fronthub,250,20,Lithium-IonenAkku,250,7,36,underpipe,derailleur,10,ShimanoTiagra,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,No/No,,,-,Yes,Yes,Yes,KTM,3301,2019,male,Pedelec
,28,,,BafangGroove,fronthub,250,20,Lithium-IonenAkku,250,7,36,underpipe,derailleur,10,ShimanoTiagra,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,No/No,,,-,Yes,Yes,Yes,KTM,3301,2019,female,Pedelec
,28,,,BafangGroove,fronthub,250,20,Lithium-IonenAkku,250,7,36,underpipe,derailleur,10,ShimanoTiagra,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,No/No,,,-,Yes,Yes,Yes,KTM,2200,2019,child,Pedelec
City/Urban,28,"S,M,L,XL",,BafangGroove,fronthub,250,20,Lithium-IonenAkku,250,7,36,underpipe,derailleur,10,ShimanoTiagra,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,No/No,,,-,Yes,Yes,Yes,KTM,3411,2019,unisex,Pedelec
,28,,,BoschPeformanceLineCruise,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroM285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,KTM,2310,2019,unisex,Pedelec
,28,,,BoschPeformanceLineCruise,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroM285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,KTM,2310,2019,unisex,Pedelec
MountainBike/ATB,28,"S,M,L",,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,KTM,2420,2019,unisex,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,KTM,2420,2019,unisex,Pedelec
MountainBike/ATB,28,"S,M,L",,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,BMW,3127,2019,male,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,seattube,derailleur,11,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXTM8000,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Geero,2640,2018,male,Pedelec
TrekkingBike,28,"S,M,L",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Grünberg,3851,2018,male,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,BH Bikes,2201,2018,unisex,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,3631,2018,male,Pedelec
,28,,,Impulse2.0,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,3631,2018,low step,Pedelec
,28,,,Impulse2.0,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,3631,2018,male,Pedelec
TrekkingBike,28,"S,M,L,XL",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,0,0,0,underpipe,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,3301,2018,low step,Pedelec
TrekkingBike,28,"S,M,L",,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,male,Pedelec
,28,,,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,low step,Pedelec
,28,,,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3081,2018,male,Pedelec
TrekkingBike,28,"S,M,L",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,2751,2018,low step,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,2751,2018,female,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,2751,2018,male,Pedelec
TrekkingBike,28,"S,M,L",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,2971,2018,low step,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,2971,2018,female,Pedelec
TrekkingBike,28,"S,M,L,XL",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroT285,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,2971,2018,male,Pedelec
,28,,,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3631,2018,low step,Pedelec
,28,,,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3631,2018,female,Pedelec
,28,,,neodrivesZ20,rearhub,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3631,2018,male,Pedelec
TrekkingBike,28,"S,M,L",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,low step,Pedelec
TrekkingBike,28,"S,M,L",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,female,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,male,Pedelec
TrekkingBike,28,"S,M,L",,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,low step,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,13,36,underpipe,derailleur,10,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM396,Yes/No,SRSuntour,NEX-E25,-,Yes,Yes,Yes,Kalkhoff,3301,2018,female,Pedelec
